"il","ilce","mahalle_koy","kaynak_turu","kurulu_guc_kwe"
"Konya","Karatay","Fevziçakmak","Güneş",252
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Kulu","Dinek","Güneş",500
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Karapınar","Akçayazı","Güneş",993.6
"Konya","Sarayönü","Hatıp","Güneş",800
"Konya","Sarayönü","Hatıp","Güneş",999
"Konya","Karapınar","Fevzipaşa","Güneş",800
"Konya","Karapınar","Fevzipaşa","Güneş",900
"Konya","Ereğli","Zengen","Güneş",990
"Konya","Ereğli","Zengen","Güneş",990
"Konya","Ereğli","Zengen","Güneş",990
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",999
"Konya","Karatay","Obruk","Güneş",300
"Konya","Karatay","Obruk","Güneş",999
"Konya","Ereğli","Kuzukuyu","Güneş",999
"Konya","Ereğli","Kuzukuyu","Güneş",999
"Konya","Ereğli","Kuzukuyu","Güneş",999
"Konya","Ereğli","Kuzukuyu","Güneş",999
"Konya","Ereğli","Kuyukuyu","Güneş",999
"Konya","Ereğli","Kuyukuyu","Güneş",999
"Konya","Çumra","Avdul","Güneş",999
"Konya","Ilgın","Argıthanı","Güneş",1000
"Konya","Ilgın","Argıthanı","Güneş",1000
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",500
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",350
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Beyşehir","Bozburun","Güneş",750
"Konya","Çumra","Alibeyhüyüğü","Güneş",999
"Konya","Çumra","Alibeyhüyüğü","Güneş",361
"Konya","Çumra","Alibeyhüyüğü","Güneş",999
"Konya","Çumra","Alibeyhüyüğü","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",500
"Konya","Derebucak","Tepearası","Konya",0
"Kurdular","Güneş","450.0","Kurdular",0
"Konya","Derebucak","Tepearası","Konya",0
"Kurdular","Güneş","450.0","Kurdular",0
"Konya","Derebucak","Tepearası","Konya",0
"Kurdular","Güneş","450.0","Kurdular",0
"Konya","Derebucak","Tepearası","Konya",0
"Kurdular","Güneş","480.0","Kurdular",0
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Selçuklu","Eğribayat","Güneş",999
"Konya","Beyşehir","Üçpınar","Güneş",252
"Konya","Beyşehir","Üçpınar","Güneş",252
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","998.0","Pınarbaşı",0
"Konya","Merkez","Dikilitaş","Güneş",40
"Konya","Çumra","Adakale","Güneş",750
"Konya","Beyşehir","Üçpınar","Konya",0
"manastır","Güneş","400.0","manastır",0
"Konya","Beyşehir","Üçpınar","Konya",0
"manastır","Güneş","700.0","manastır",0
"Konya","Çumra","Uzunkuyu","Güneş",700
"Konya","Çumra","Uzunkuyu","Güneş",700
"Konya","Çumra","Uzunkuyu","Güneş",650
"Konya","Çumra","Uzunkuyu","Güneş",650
"Konya","Çumra","Uzunkuyu","Güneş",800
"Konya","Çumra","Alibeyhüyüğü","Güneş",900
"Konya","Çumra","Alibeyhüyüğü","Güneş",900
"Konya","Çumra","Alibeyhüyüğü","Güneş",900
"Konya","Beyşehir","Gökçimen","Güneş",990
"Konya","Çumra","Uzunkuyu","Güneş",700
"Konya","Çumra","Uzunkuyu","Güneş",650
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Alibeyhüyüğü","Güneş",500
"Konya","Çumra","İçeriçumra","Güneş",999
"Konya","Güneysınır","Gürağaç","Güneş",500
"Konya","Ereğli","Bulgurluk","Güneş",999
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Çumra","Uzunkuyu","Güneş",850
"Konya","Ereğli","Hacımemiş","Güneş",500
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",750
"Konya","Meram","Çarıklar","Güneş",600
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",300
"Konya","Meram","Çarıklar","Güneş",800
"Konya","Meram","Çarıklar","Güneş",990
"Konya","Meram","Çarıklar","Güneş",600
"Konya","Beyşehir","Sarı","Güneş",999
"Konya","Beyşehir","Sarı","Güneş",999
"Konya","Seydişehir","Alaylariki","Güneş",936
"Konya","Karatay","Obruk","Güneş",700
"Konya","Seydişehir","Gökçehüyük","Güneş",400
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",250
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Gökçehüyük","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Seydişehir","Taraşcı","Güneş",350
"Konya","Seydişehir","Taraşcı","Güneş",999
"Konya","Beyşehir","Gökçimen","Güneş",990
"Konya","Yunak","Ayrıtepe","Güneş",999
"Konya","Çumra","Okçu","Güneş",800
"Konya","Çumra","Okçu","Güneş",800
"Konya","Karatay","Kızören","Güneş",999
"Konya","Karatay","Kızören","Güneş",999
"Konya","Karatay","Kızören","Güneş",999
"Konya","Karatay","Kızören","Güneş",999
"Konya","Merkez","Üzümlü","Güneş",450
"Konya","Merkez","Üzümlü","Güneş",480
"Konya","Merkez","Üzümlü","Güneş",450
"Konya","Merkez","Üzümlü","Güneş",480
"Konya","Merkez","Üzümlü","Güneş",450
"Konya","Merkez","Üzümlü","Güneş",450
"Konya","Yunak","Böğrüdelik","Güneş",990
"Konya","Ereğli","Zengen","Güneş",98.5
"Konya","Altınekin","Ölmez","Güneş",390
"Konya","Karatay","Çayır","Güneş",200
"Konya","Tuzlukçu","Tuzlukçu","Güneş",150
"Konya","Meram","Dere","Güneş",999
"Konya","Meram","Dere","Güneş",999
"Konya","Meram","Dere","Güneş",999
"Konya","Meram","Dere","Güneş",999
"Konya","Selçuklu","Aşağıpınarbaşı","Güneş",999
"Konya","Meram","Dere","Güneş",999
"Konya","Cihanbeyli","Yeniceoba","Güneş",216
"Konya","Altınekin","Kale","Güneş",380
"Konya","Meram","Dere","Konya",0
NA,"Güneş","999.0",NA,0
"Konya","Kadınhanı","Kolukısa/mescit","Güneş",999
"Konya","Kadınhanı","Kolukısa/mescit","Güneş",999
"Konya","Kadınhanı","Kolukısa/mescit","Güneş",999
"Konya","Karatay","Obruk","Güneş",900
"Konya","Karatay","Kızören","Güneş",999
"Konya","Karatay","Kızören","Güneş",999
"Konya","Karapınar","Sazlıpınar","Güneş",500
"Konya","Meram","Çayırbağı","Güneş",820
"Konya","Meram","Çayırbağı","Güneş",820
"Konya","Meram","Çayırbağı","Güneş",820
"Konya","Meram","Çayırbağı","Güneş",820
"Konya","Meram","Dere","Konya",0
NA,"Güneş","999.0",NA,0
"Konya","Meram","Dere","Konya",0
NA,"Güneş","999.0",NA,0
"Konya","Karapınar","İslik","Güneş",500
"Konya","Bozkır","Karacaardıç","Güneş",450
"Konya","Karapınar","İslik","Güneş",497
"Konya","Karatay","Fevziçakmak","Güneş",30
"Konya","Selçuklu","Dikilitaş","Güneş",100
"Konya","Selçuklu","Bağrıkurt","Güneş",350
"Konya","Beyşehir","Gökçimen","Güneş",420
"Konya","Karapınar","Sazlıpınar","Güneş",450
"Konya","Yunak","Böğrüdelik","Güneş",300
"Konya","Beyşehir","Sarıköy","Güneş",900
"Konya","Çumra","İçeriçumra","Güneş",150
"Konya","Kulu","Dinek","Güneş",300
"Konya","Sarayönü","Karatepe","Güneş",510
"Konya","Karatay","Mezbaha(Fetih)","Güneş",10
"Konya","Karapınar","Bağdaylı","Güneş",560
"Konya","Selçuklu","Dikilitaş","Güneş",120
"Konya","Ereğli","Hacımemiş","Güneş",980
"Konya","Altınekin","Oğuzeli","Güneş",90
"Konya","Taşkent","Bektaş","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",20
"Konya","Altınekin","Yeniyayla","Güneş",670
"Konya","Karatay","Saraçoğlu","Güneş",999
"Konya","Güneysınır","Gürağaç","Güneş",100
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","382.0","Pınarbaşı",0
"Konya","Selçuklu","Ardıçlı","Güneş",999
"Konya","Selçuklu","Yazır","Güneş",20
"Konya","Sarayönü","Kurşunlu","Güneş",999
"Konya","Ereğli","Yeniköy","Güneş",300
"Konya","Karapınar","Adalet","Güneş",20
"Konya","Kadınhanı","Şahören","Güneş",40
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","125.0","Pınarbaşı",0
"Konya","Selçuklu","Yukarı","Konya",0
"Pınarbaşı","Güneş","226.0","Pınarbaşı",0
"Konya","Selçuklu","Dikilitaş","Güneş",49
"Konya","Derebucak","Tepearası","Konya",0
"Kurdular","Güneş","414.0","Kurdular",0
"Konya","Selçuklu","Sille","Güneş",360
"Konya","Çumra","Alıssa","Güneş",999
"Konya","Ilgın","Aşağıçiğil-Hacıali","Güneş",100
"Konya","Cihanbeyli","Kırkışla","Güneş",30
"Konya","Cihanbeyli","Kırkışla","Güneş",30
"Konya","Beyşehir","Bayındır","Güneş",300
"Konya","Ereğli","Kargacı","Güneş",300
"Konya","Meram","Kaşınhanı","Güneş",210
"Konya","Çumra","Büyükaşlama","Güneş",34.8
"Konya","Çumra","Büyükaşlama","Güneş",34.8
"Konya","Ereğli","Kargacı","Güneş",209.71
"Konya","Ereğli","Kutören","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",15
"Konya","Seydişehir","Alaylariki","Güneş",531.743
"Konya","Beyşehir","Kıstıfan","Güneş",4650
"Konya","Ereğli","Kargacı","Güneş",150
"Konya","Karatay","Fevziçakmak","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",160
"Konya","Sarayönü","Gözlü","Güneş",80
"Konya","Karatay","Fevziçakmak","Güneş",96
"Konya","Karatay","Fevziçakmak","Güneş",45
"Konya","Selçuklu","Bağrıkurt","Güneş",400
"Konya","Karatay","Tatlıcak","Konya",0
NA,"Güneş","378.0",NA,0
"Konya","Yunak","Merkez/Selçuk","Güneş",15.9
"Konya","Beyşehir","Huğlu","Konya",0
"Fatih","Güneş","240.0","Fatih",0
"Konya","Karatay","Fevziçakmak","Güneş",75
"Konya","Karatay","Fevziçakmak","Güneş",75
"Konya","Karatay","Mezbaha(Fetih)","Güneş",2250
"Konya","Ereğli","Bulgurluk","Güneş",32.4
"Konya","Beyşehir","Bayafşar","Güneş",960
"Konya","Ereğli","Bulgurluk","Güneş",750
"Konya","Selçuklu","Dikilitaş","Güneş",100
"Konya","Karatay","Fevziçakmak","Güneş",378
"Konya","Karatay","Hacıyusufmescit","Güneş",420
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Selçuklu","Tömek","Güneş",360
"Konya","Akören","Süleymaniye","Güneş",100
"Konya","Karatay","Fevziçakmak","Güneş",400
"Konya","Meram","Çakırlar","Güneş",108
"Konya","Selçuklu","Sille","Güneş",160
"Konya","Ereğli","Aşağıgöndelen","Güneş",240
"Konya","Selçuklu","Dikilitaş","Güneş",420
"Konya","Selçuklu","Çandır","Güneş",150
"Konya","Karatay","Şeyh","Konya",0
"Ulemarecepağa","Güneş","49.9","Ulemarecepağa",0
"Konya","Karatay","Fevziçakmak","Güneş",150
"Konya","Karatay","Tatlıcak","Konya",0
NA,"Güneş","160.0",NA,0
"Konya","Karatay","Mezbaha(Fetih)","Güneş",32
"Konya","Ereğli","Atakent","Güneş",10
"Konya","Karatay","Akörenkışla","Güneş",240
"Konya","Meram","Karahüyük","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",76
"Konya","Ereğli","Kargacı","Güneş",600
"Konya","Karatay","Fevziçakmak","Güneş",60
"Konya","Ilgın","Camiatik","Güneş",150
"Konya","Beyşehir","Bayafşar","Güneş",650
"Konya","Seydişehir","Alaylariki","Güneş",360
"Konya","Karatay","İsmil","Güneş",100
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Beyşehir","Bayafşar","Güneş",240
"Konya","Karatay","Mezbaha(Fetih)","Güneş",60
"Konya","Sarayönü","Ladik/Yeni","Güneş",1500
"Konya","Beyşehir","Bayafşar","Güneş",378
"Konya","Karatay","Mezbaha(Fetih)","Güneş",120
"Konya","Meram","Karahüyük","Güneş",200
"Konya","Ereğli","Yıldızlı","Güneş",49.9
"Konya","Sarayönü","Ladik","Güneş",240
"Konya","Meram","Alakova","Güneş",330
"Konya","Selçuklu","Çaltı","Güneş",400
"Konya","Emirgazi","Karaören","Güneş",600
"Konya","Meram","Kızılören","Güneş",60
"Konya","Karatay","Fevziçakmak","Güneş",100
"Konya","Meram","Gödene","Güneş",960
"Konya","Karatay","Fevziçakmak","Güneş",49
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Seydişehir","Alaylariki","Güneş",840
"Konya","Seydişehir","Alaylariki","Güneş",600
"Konya","Karatay","Yarma","Güneş",250
"Konya","Ereğli","Merinos","Güneş",200
"Konya","Ereğli","Melicek","Güneş",49
"Konya","Karatay","Fevziçakmak","Güneş",440
"Konya","Karatay","Fevziçakmak","Güneş",400
"Konya","Karatay","Fevziçakmak","Güneş",750
"Konya","Çumra","Türkmencamili","Güneş",240
"Konya","Karapınar","Gaziosmanpaşa","Güneş",180
"Konya","Karatay","Fevziçakmak","Güneş",96
"Konya","Selçuklu","SİLLE","Konya",0
NA,"Güneş","101.0",NA,0
"Konya","Meram","Alakova","Güneş",101
"Konya","Selçuklu","Kayacık","Güneş",101
"Konya","Karatay","Akabe","Güneş",101
"Konya","Karatay","Akabe","Güneş",50
"Konya","Selçuklu","Yazır","Güneş",50
"Konya","Meram","YAYLAPINAR","Konya",0
NA,"Güneş","101.0",NA,0
"Konya","Karatay","Fevziçakmak","Güneş",30
"Konya","Karatay","Tatlıcak","Konya",0
NA,"Güneş","360.0",NA,0
"Konya","Karatay","Zivecik","Güneş",100
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Karapınar","Akçayazı","Güneş",96
"Konya","Selçuklu","Dikilitaş","Güneş",150
"Konya","Ilgın","Beylülbey","Konya",0
NA,"Güneş","63.0",NA,0
"Konya","Karatay","Hacı","Konya",0
"Yusuf","Yusuf","Yusuf","Yusuf",0
"Mescit","Güneş","240.0","Mescit",0
"Konya","Karatay","Fevziçakmak","Güneş",18
"Konya","Selçuklu","Şeyhşamil","Güneş",120
"Konya","Cihanbeyli","Kütükuşağı","Güneş",960
"Konya","Karapınar","Reşadiye","Güneş",150
"Konya","Ilgın","Camiatik","Güneş",60
"Konya","Seydişehir","Akçalar","Güneş",480
"Konya","Ereğli","Zengen","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",76
"Konya","Karatay","Fevziçakmak","Güneş",49
"Konya","Karatay","Fevziçakmak","Güneş",180
"Konya","Sarayönü","Selimiye","Konya",0
NA,"Güneş","550.0",NA,0
"Konya","Karatay","Fevziçakmak","Güneş",400
"Konya","Karatay","Fevziçakmak","Güneş",720
"Konya","Ereğli","Aşağıgöndelen","Güneş",750
"Konya","Meram","Kaşınhanı","Güneş",150
"Konya","Çumra","Alibeyhüyüğü","Güneş",2100
"Konya","Karatay","Fevziçakmak","Güneş",70
"Konya","Karatay","Fevziçakmak","Güneş",36
"Konya","Karatay","Fevziçakmak","Güneş",33.85
"Konya","Meram","Karahüyük","Güneş",400
"Konya","Taşkent","Bektaş","Güneş",300
"Konya","Selçuklu","Bağrıkurt","Güneş",240
"Konya","Ereğli","HORTU","Konya",0
NA,"Güneş","240.0",NA,0
"Konya","Karatay","Fevziçakmak","Güneş",75
"Konya","Karatay","Fevziçakmak","Güneş",88.5
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Karatay","YARMA","Güneş",380
"Konya","Ereğli","Kargacı","Güneş",120
"Konya","Karatay","Fevziçakmak","Güneş",99
"Konya","Karatay","Fevziçakmak","Güneş",78.726
"Konya","Karatay","Fevziçakmak","Güneş",48.2
"Konya","Çumra","Alibeyhüyüğü","Güneş",400
"Konya","Halkapınar","Bahçelievler","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",45
"Konya","Karatay","Fevziçakmak","Güneş",96
"Konya","Karatay","Fevziçakmak","Güneş",400
"Konya","Seydişehir","Alaylariki","Güneş",580
"Konya","Karatay","Fevziçakmak","Güneş",59.8
"Konya","Karatay","Tatlıcak","Konya",0
NA,"Güneş","1200.0",NA,0
"Konya","Karatay","Fevziçakmak","Güneş",80
"Konya","Karatay","Fevziçakmak","Güneş",750
"Konya","Akşehir","Yeniköy","Güneş",400
"Konya","Karatay","Fevziçakmak","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",220
"Konya","Kadınhanı","İstiklal","Güneş",150
"Konya","Selçuklu","Tömek","Güneş",1150
"Konya","Karatay","Fevziçakmak","Güneş",378
"Konya","Selçuklu","Dikilitaş","Güneş",75
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Tuzlukçu","Tuzlukçu","Konya",0
"/","/","/","/",0
"Aşağı","Güneş","100.0","Aşağı",0
"Konya","Meram","Kavak","Güneş",150
"Konya","Selçuklu","Bağrıkurt","Güneş",400
"Konya","Derbent","Camikebir","Güneş",150
"Konya","Karatay","Fevziçakmak","Güneş",99
"Konya","Karatay","Sakyatan","Güneş",400
"Konya","Meram","Hacı","Konya",0
"Şaban","Güneş","63.0","Şaban",0
"Konya","Karatay","Fevziçakmak","Güneş",240
"Konya","Karatay","Fevziçakmak","Güneş",400
"Konya","Karatay","Fevziçakmak","Güneş",85
"Konya","Karatay","Fevziçakmak","Güneş",81.6
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Karatay","Fevziçakmak","Güneş",90
"Konya","Karatay","Zivecik","Güneş",100
"Konya","Karatay","Zivecik","Güneş",240
"Konya","Meram","Kaşınhanı","Güneş",150
"Konya","Karatay","Fevziçakmak","Güneş",100
"Konya","Kadınhanı","Şahören","Güneş",600
"Konya","Beyşehir","Bayafşar","Güneş",400
"Konya","Selçuklu","Dikilitaş","Güneş",750
"Konya","Karatay","Zivecik","Güneş",90
"Konya","Karatay","Fevziçakmak","Güneş",84
"Konya","Ereğli","Ziyagökalp","Güneş",40
"Konya","Karatay","Fevziçakmak","Güneş",99.9
"Konya","Selçuklu","HOROZLUHAN","Konya",0
